,acousticness,album,artist,available_markets,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track,track_number,valence,y,featuring,remix,with,radio_edit,ost,link,Peak_Pos,WoC
23,0.0735,Galway Girl,Ed Sheeran,62,0.624,170827,0.8759999999999999,0.0,9,0.327,-3.3739999999999997,1,0.1,99.943,4,Galway Girl,6,0.7809999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Galway%20Girl/,02,31
24,0.368,Issues,Julia Michaels,58,0.6829999999999999,176347,0.42700000000000005,0.0,8,0.0604,-6.827000000000001,1,0.0777,113.634,4,Issues,1,0.431,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Issues/,10,37
25,0.498,Slide,Calvin Harris,62,0.736,230813,0.795,1.21e-06,1,0.254,-3.299,0,0.0545,104.066,4,Slide,1,0.508,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Slide/,10,25
26,0.0895,Scared to Be Lonely,Martin Garrix,62,0.584,220883,0.54,0.0,1,0.261,-7.7860000000000005,0,0.0576,137.972,4,Scared to Be Lonely,1,0.19,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Scared%20to%20Be%20Lonely/,14,22
27,0.198,Congratulations,Post Malone,3,0.627,220293,0.812,0.0,6,0.212,-4.215,1,0.0358,123.071,4,Congratulations,12,0.49700000000000005,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Congratulations/,26,29
28,0.0744,SUBEME LA RADIO,Enrique Iglesias,62,0.684,208163,0.823,0.0,9,0.111,-3.2969999999999997,0,0.0773,91.04799999999999,4,SUBEME LA RADIO,1,0.645,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/SUBEME%20LA%20RADIO/,0,0
29,0.57,1-800-273-8255,Logic,3,0.629,250173,0.5720000000000001,0.0,5,0.192,-7.733,0,0.0387,100.015,4,1-800-273-8255,10,0.38,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/1-800-273-8255/,0,0
30,0.0231,Me Rehúso,Danny Ocean,62,0.7440000000000001,205715,0.804,0.0,1,0.0494,-6.327000000000001,1,0.0677,104.823,4,Me Reh?so,1,0.456,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Me%20Reh?so/,0,0
31,0.0575,No Promises (feat. Demi Lovato),Cheat Codes,60,0.741,223504,0.667,0.0,10,0.106,-5.445,1,0.134,112.956,4,No Promises (feat. Demi Lovato),1,0.595,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/No%20Promises/,18,22
32,0.15,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,62,0.703,193613,0.868,0.132,7,0.10400000000000001,-4.6610000000000005,0,0.0291,121.03,4,Pretty Girl - Cheat Codes X CADE Remix,1,0.732,1,False,True,False,False,False,http://www.officialcharts.com/search/singles/Pretty%20Girl%20-%20Cheat%20Codes%20X%20CADE%20Remix/,0,0
33,0.00683,Thunder,Imagine Dragons,59,0.6,187147,0.81,0.21,0,0.155,-4.749,1,0.0479,167.88,4,Thunder,9,0.252,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Thunder/,20,27
34,0.37799999999999995,iSpy (feat. Lil Yachty),KYLE,62,0.746,253107,0.653,0.0,7,0.22899999999999998,-6.745,1,0.289,75.016,4,iSpy (feat. Lil Yachty),1,0.6629999999999999,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/iSpy/,33,18
35,0.0745,The Cure,Lady Gaga,59,0.696,211364,0.503,0.0,8,0.0869,-4.842,1,0.0356,99.977,4,The Cure,1,0.539,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/The%20Cure/,19,11
36,0.00464,Good Life (with G-Eazy & Kehlani),G-Eazy,4,0.565,225526,0.7709999999999999,0.0,1,0.0568,-5.22,1,0.212,168.385,4,Good Life (with G-Eazy & Kehlani),1,0.551,1,False,False,True,False,False,http://www.officialcharts.com/search/singles/Good%20Life/,53,08
37,0.0524,Believer,Imagine Dragons,59,0.779,204347,0.787,0.0,10,0.14,-4.305,0,0.10800000000000001,124.98200000000001,4,Believer,3,0.7,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Believer/,42,29
38,0.1,Now Or Never,Halsey,59,0.6629999999999999,214802,0.575,3.16e-06,6,0.133,-4.907,0,0.0458,110.04,4,Now Or Never,6,0.45,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Now%20Or%20Never/,80,07
39,0.33,Location,Khalid,62,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,0.425,80.126,4,Location,3,0.322,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Location/,0,0
40,0.0215,Paris,Chainsmokers,62,0.653,221507,0.6579999999999999,1.66e-06,2,0.0939,-6.428,1,0.0304,99.99,4,Paris,8,0.212,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Paris/,05,24
41,0.406,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,62,0.72,251088,0.763,0.0,9,0.18,-4.0680000000000005,0,0.0523,101.965,4,Rockabye (feat. Sean Paul & Anne-Marie),1,0.748,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Rockabye/,01,41
42,0.0623,Call On Me - Ryan Riback Extended Remix,Starley,2,0.6759999999999999,222041,0.843,0.000752,0,0.18100000000000002,-4.0680000000000005,1,0.0367,105.00299999999999,4,Call On Me - Ryan Riback Extended Remix,6,0.725,1,False,True,False,False,False,http://www.officialcharts.com/search/singles/Call%20On%20Me%20-%20Ryan%20Riback%20Extended%20Remix/,0,0
43,0.446,Rollin,Calvin Harris,62,0.753,272653,0.76,3.13e-05,6,0.182,-4.518,0,0.0859,91.95299999999999,4,Rollin,4,0.6709999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Rollin/,43,10
44,0.0631,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,59,0.735,245200,0.451,1.3000000000000001e-05,0,0.325,-8.374,1,0.0585,117.973,4,"I Don?t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",1,0.0854,1,False,False,False,False,True,http://www.officialcharts.com/search/singles/I%20Don?t%20Wanna%20Live%20Forever/,05,22
45,0.139,Cold,Maroon 5,59,0.703,234308,0.715,0.0,9,0.0456,-6.285,0,0.114,99.92399999999999,4,Cold,1,0.495,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Cold/,24,13
46,0.163,You Don't Know Me - Radio Edit,Jax Jones,57,0.8759999999999999,213947,0.669,0.0,11,0.185,-6.053999999999999,0,0.138,124.007,4,You Don't Know Me - Radio Edit,1,0.677,1,False,False,False,True,False,http://www.officialcharts.com/search/singles/You%20Don't%20Know%20Me%20-%20Radio%20Edit/,0,0
47,0.42700000000000005,I Feel It Coming,Weeknd,2,0.768,269187,0.813,0.0,0,0.102,-5.94,0,0.128,92.994,4,I Feel It Coming,18,0.5760000000000001,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/I%20Feel%20It%20Coming/,09,29
48,0.29,LOVE. FEAT. ZACARI.,Kendrick Lamar,3,0.7979999999999999,213400,0.5820000000000001,0.0,10,0.153,-7.38,1,0.10300000000000001,126.075,4,LOVE. FEAT. ZACARI.,10,0.782,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/LOVE.%20FEAT.%20ZACARI./,0,0
49,0.243,El Amante,Nicky Jam,61,0.6829999999999999,219507,0.691,0.0,8,0.14,-5.535,1,0.0432,179.91,4,El Amante,5,0.746,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/El%20Amante/,0,0
50,0.0435,Solo Dance,Martin Jensen,45,0.7440000000000001,174933,0.836,0.0,6,0.19399999999999998,-2.396,0,0.0507,114.965,4,Solo Dance,1,0.354,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Solo%20Dance/,07,33
51,0.0142,Slow Hands,Niall Horan,59,0.728,188174,0.426,0.0,0,0.0546,-6.69,1,0.0509,85.90799999999999,4,Slow Hands,1,0.85,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Slow%20Hands/,07,29
52,0.695,Say You Won't Let Go,James Arthur,60,0.358,211467,0.557,0.0,10,0.0902,-7.398,1,0.059000000000000004,85.04299999999999,4,Say You Won't Let Go,2,0.475,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Say%20You%20Won't%20Let%20Go/,01,42
53,0.0245,Escápate Conmigo,Wisin,62,0.747,232787,0.8640000000000001,4.46e-05,8,0.0853,-3.181,0,0.0599,92.02799999999999,4,Esc?pate Conmigo,1,0.746,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Esc?pate%20Conmigo/,0,0
54,0.746,Sweet Creature,Harry Styles,62,0.42700000000000005,224867,0.262,0.0,7,0.068,-8.541,1,0.0276,104.085,4,Sweet Creature,5,0.235,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Sweet%20Creature/,46,03
55,0.0224,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3,0.6809999999999999,227360,0.541,0.0,9,0.16699999999999998,-8.926,0,0.055,110.803,4,LOYALTY. FEAT. RIHANNA.,6,0.424,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/LOYALTY.%20FEAT.%20RIHANNA./,0,0
56,0.0143,Portland,Drake,3,0.924,236615,0.444,0.0,1,0.26,-8.227,1,0.243,136.088,4,Portland,11,0.32299999999999995,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Portland/,27,08
57,0.24600000000000002,Ahora Dice,Chris Jeday,59,0.708,271080,0.693,0.0,6,0.129,-5.516,1,0.138,143.965,4,Ahora Dice,1,0.418,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Ahora%20Dice/,0,0
58,0.111,Bon appétit,Katy Perry,59,0.797,227822,0.792,7.879999999999999e-05,6,0.24,-5.757999999999999,1,0.0607,106.038,4,Bon app?tit,11,0.523,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Bon%20app?tit/,37,09
59,0.968,The Night We Met,Lord Huron,57,0.45299999999999996,208212,0.371,0.254,2,0.639,-9.514,1,0.0449,174.02900000000002,3,The Night We Met,14,0.10300000000000001,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/The%20Night%20We%20Met/,77,05
60,0.0159,Tuesday,Burak Yeter,1,0.8390000000000001,241875,0.645,0.0228,9,0.0569,-6.084,0,0.081,98.97200000000001,4,Tuesday,1,0.638,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Tuesday/,0,0
61,0.414,Closer,Chainsmokers,62,0.748,244960,0.524,0.0,8,0.111,-5.599,1,0.0338,95.01,4,Closer,1,0.635,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Closer/,01,47
62,0.0277,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,4,0.489,194942,0.9620000000000001,6.18e-06,0,0.128,-2.597,1,0.215,104.56299999999999,4,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,1,0.507,1,True,False,True,False,False,http://www.officialcharts.com/search/singles/Hey%20Ma/,0,0
63,0.0576,Tunnel Vision,Kodak Black,62,0.49700000000000005,268187,0.489,9.91e-05,11,0.122,-7.724,0,0.294,171.85299999999998,4,Tunnel Vision,10,0.231,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Tunnel%20Vision/,0,0
64,0.0232,Castle on the Hill,Ed Sheeran,62,0.461,261154,0.8340000000000001,1.1400000000000001e-05,2,0.14,-4.868,1,0.0989,135.007,4,Castle on the Hill,2,0.47100000000000003,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Castle%20on%20the%20Hill/,02,53
65,0.187,Chantaje,Shakira,60,0.852,195840,0.773,3.05e-05,8,0.159,-2.9210000000000003,0,0.0776,102.03399999999999,4,Chantaje,3,0.9079999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Chantaje/,0,0
66,0.22,ELEMENT.,Kendrick Lamar,3,0.7340000000000001,208733,0.687,0.0,4,0.215,-4.728,0,0.47600000000000003,189.791,4,ELEMENT.,4,0.478,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/ELEMENT./,33,03
67,0.0847,goosebumps,Travis Scott,62,0.841,243837,0.728,0.0,7,0.149,-3.37,1,0.0484,130.049,4,goosebumps,9,0.43,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/goosebumps/,90,03
68,0.131,Still Got Time,ZAYN,62,0.748,188491,0.627,0.0,7,0.0852,-6.029,1,0.0644,120.963,4,Still Got Time,1,0.513,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Still%20Got%20Time/,24,13
69,0.165,Starboy,Weeknd,59,0.6809999999999999,230453,0.594,3.49e-06,7,0.134,-7.028,1,0.282,186.054,4,Starboy,1,0.51,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Starboy/,02,38
70,0.0416,Most Girls,Hailee Steinfeld,59,0.755,204400,0.57,0.0,9,0.0891,-7.132000000000001,1,0.0888,102.991,4,Most Girls,1,0.397,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Most%20Girls/,34,13
71,0.0303,Selfish,Future,62,0.415,251423,0.369,7.64e-06,8,0.38299999999999995,-10.044,1,0.0741,95.74600000000001,4,Selfish,15,0.0951,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Selfish/,94,01
72,0.061,Bad and Boujee (feat. Lil Uzi Vert),Migos,61,0.927,343150,0.665,0.0,11,0.12300000000000001,-5.313,1,0.244,127.07600000000001,4,Bad and Boujee (feat. Lil Uzi Vert),4,0.166,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Bad%20and%20Boujee/,30,15
73,0.154,Sigo Extrañándote,J Balvin,58,0.889,201280,0.853,0.00010700000000000001,9,0.205,-4.26,1,0.24100000000000002,93.022,4,Sigo Extra??ndote,5,0.9159999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Sigo%20Extra??ndote/,0,0
74,0.163,Perfect,Ed Sheeran,62,0.599,263400,0.44799999999999995,0.0,8,0.106,-6.312,1,0.0232,95.05,3,Perfect,5,0.168,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Perfect/,01,41
75,0.0005690000000000001,Carolina,Harry Styles,62,0.624,189613,0.6729999999999999,1.54e-06,4,0.10400000000000001,-4.0169999999999995,0,0.0268,121.986,4,Carolina,3,0.45799999999999996,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Carolina/,51,02
76,0.00784,One Dance,Drake,59,0.7909999999999999,173987,0.619,0.004229999999999999,1,0.35100000000000003,-5.886,1,0.0532,103.98899999999999,4,One Dance,12,0.376,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/One%20Dance/,01,65
77,0.0733,Chained To The Rhythm,Katy Perry,59,0.44799999999999995,237734,0.8009999999999999,0.0,0,0.146,-5.3629999999999995,1,0.165,189.798,4,Chained To The Rhythm,9,0.47700000000000004,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Chained%20To%20The%20Rhythm/,05,21
78,0.0545,September Song,JP Cooper,58,0.623,220291,0.654,0.0,0,0.0838,-5.675,0,0.0372,95.921,4,September Song,1,0.396,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/September%20Song/,07,31
79,0.10800000000000001,Fake Love,Drake,3,0.927,210937,0.488,0.0,9,0.196,-9.433,0,0.42,133.987,4,Fake Love,20,0.599,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Fake%20Love/,10,29
80,0.46299999999999997,Body Like A Back Road,Sam Hunt,3,0.731,165387,0.469,1.04e-06,5,0.10300000000000001,-7.226,1,0.0326,98.963,4,Body Like A Back Road,1,0.618,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Body%20Like%20A%20Back%20Road/,0,0
81,0.0309,Hey DJ,CNCO,62,0.792,205520,0.8190000000000001,0.0,5,0.389,-5.417999999999999,1,0.0867,89.98,4,Hey DJ,1,0.45,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Hey%20DJ/,0,0
82,0.105,Bounce Back,Big Sean,3,0.77,222360,0.5670000000000001,0.0,2,0.125,-5.6979999999999995,1,0.175,81.477,4,Bounce Back,3,0.256,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Bounce%20Back/,67,03
83,0.23800000000000002,The One,Chainsmokers,62,0.76,177573,0.303,8.09e-06,2,0.294,-11.362,1,0.0284,99.991,4,The One,1,0.157,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/The%20One/,63,04
84,0.259,Look At Me!,XXXTENTACION,0,0.763,126346,0.726,0.0,1,0.0976,-6.405,1,0.282,139.059,4,Look At Me!,1,0.35600000000000004,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Look%20At%20Me!/,0,0
85,0.032,Touch,Little Mix,62,0.607,213307,0.718,0.0,4,0.40299999999999997,-4.095,1,0.0978,101.821,4,Touch,2,0.521,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Touch/,04,35
86,0.0784,Let Me Love You,DJ Snake,58,0.47600000000000003,205947,0.718,1.0199999999999999e-05,8,0.122,-5.309,1,0.0576,199.864,4,Let Me Love You,13,0.14300000000000002,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Let%20Me%20Love%20You/,02,34
87,0.0559,Otra Vez (feat. J Balvin),Zion & Lennox,58,0.8320000000000001,209453,0.772,0.00048600000000000005,10,0.44,-5.428999999999999,1,0.1,96.016,4,Otra Vez (feat. J Balvin),7,0.7140000000000001,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Otra%20Vez/,0,0
88,0.307,Slippery (feat. Gucci Mane),Migos,61,0.92,304041,0.674,0.0,1,0.10400000000000001,-5.662000000000001,0,0.264,141.967,4,Slippery (feat. Gucci Mane),6,0.737,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Slippery/,0,0
89,0.11599999999999999,La Rompe Corazones,Daddy Yankee,59,0.685,204520,0.8590000000000001,0.0,5,0.317,-2.595,0,0.0553,176.018,4,La Rompe Corazones,1,0.8859999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/La%20Rompe%20Corazones/,0,0
90,0.00419,do re mi,blackbear,3,0.742,212027,0.599,1.0199999999999999e-05,8,0.126,-6.256,1,0.0465,110.977,3,do re mi,4,0.157,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/do%20re%20mi/,94,01
91,0.13699999999999998,Weak,AJR,1,0.6729999999999999,201160,0.637,0.0,5,0.184,-4.518,1,0.0429,123.98,4,Weak,3,0.675,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Weak/,58,05
92,0.10300000000000001,Quit (feat. Ariana Grande),Cashmere Cat,59,0.365,258188,0.413,3.13e-05,0,0.10300000000000001,-7.369,0,0.0507,84.74600000000001,3,Quit (feat. Ariana Grande),5,0.127,1,True,False,False,False,False,http://www.officialcharts.com/search/singles/Quit/,0,0
93,0.034,24K Magic,Bruno Mars,62,0.818,225983,0.8029999999999999,0.0,1,0.153,-4.282,1,0.0797,106.97,4,24K Magic,1,0.632,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/24K%20Magic/,05,33
94,0.19899999999999998,Redbone,Childish Gambino,3,0.743,326933,0.359,0.00611,1,0.13699999999999998,-10.401,1,0.0794,160.083,4,Redbone,6,0.588,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Redbone/,51,17
95,0.242,T-Shirt,Migos,61,0.865,242407,0.687,0.0,10,0.158,-3.7439999999999998,0,0.217,139.023,4,T-Shirt,2,0.515,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/T-Shirt/,0,0
96,0.0162,Green Light,Lorde,59,0.616,234653,0.7140000000000001,1.23e-05,9,0.0817,-7.792000000000001,1,0.0982,128.924,4,Green Light,1,0.22699999999999998,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Green%20Light/,20,18
97,0.371,Starving,Hailee Steinfeld,1,0.636,181880,0.633,0.0,4,0.102,-4.23,1,0.126,99.721,4,Starving,6,0.527,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Starving/,05,36
98,0.27,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,62,0.639,307910,0.8690000000000001,0.0,11,0.0802,-4.024,1,0.147,169.801,4,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",1,0.7659999999999999,1,True,True,False,False,False,http://www.officialcharts.com/search/singles/Sola/,0,0
99,0.00647,Hard Times,Paramore,62,0.695,182693,0.818,4.87e-06,5,0.0219,-5.379,0,0.0334,119.965,4,Hard Times,1,0.9229999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Hard%20Times/,34,08
100,0.0429,Whatever It Takes,Imagine Dragons,59,0.675,201240,0.649,0.0,1,0.128,-4.953,1,0.0315,134.955,4,Whatever It Takes,2,0.537,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Whatever%20It%20Takes/,93,01
101,0.205,Tu Foto,Ozuna,62,0.735,193118,0.48200000000000004,0.000194,7,0.0894,-9.21,1,0.0508,175.907,4,Tu Foto,1,0.7829999999999999,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/Tu%20Foto/,0,0
102,0.0571,No Vacancy,OneRepublic,59,0.71,223190,0.73,0.0,5,0.139,-4.001,1,0.0607,99.986,4,No Vacancy,1,0.495,1,False,False,False,False,False,http://www.officialcharts.com/search/singles/No%20Vacancy/,0,0
